"question","generated_sql","type","answer","is_valid"
"Hóa đơn tháng 7 của tôi","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 7 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Tôi còn nợ hóa đơn tháng 7 không","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 7 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Lịch sử hóa đơn đã thanh toán tháng 7 của tôi","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.paid_at, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 7 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status = 'PAID' ORDER BY b.paid_at DESC LIMIT 20","SQL","","1"
"Doanh thu đã thu tháng 7 của tôi","SELECT SUM(b.total_amount) AS total_revenue, COUNT(b.id) AS total_paid_bills, b.month, b.year FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND b.status = 'PAID' AND b.month = 7 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int GROUP BY b.month, b.year","SQL","","1"
"Danh sách khách nợ tiền tháng 7","SELECT u.full_name AS tenant_name, u.phone_number, r.name AS room_name, p.name AS property_name, b.total_amount, b.status AS bill_status, b.deadline FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND b.month = 7 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 100","SQL","","1"
"Hợp đồng active sắp hết hạn trong 21 ngày","SELECT c.id AS contract_id, c.end_date, (c.end_date::date - CURRENT_DATE) AS days_remaining, u.full_name AS tenant_name, r.name AS room_name, p.name AS property_name FROM contracts c JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND c.end_date BETWEEN CURRENT_DATE AND (CURRENT_DATE + INTERVAL '21 day') ORDER BY c.end_date ASC LIMIT 100","SQL","","1"
"Tìm phòng ở Quận 12 từ 5000000 đến 7000000","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%12%' AND r.price BETWEEN 5000000 AND 7000000 ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Tìm phòng loại STUDIO ở Quận 12","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%12%' AND r.type = 'STUDIO' ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Tìm phòng gác lửng tại Quận 12","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%12%' AND LOWER(COALESCE(r.amenities,'')) LIKE '%gác lửng%' ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Giao dịch blockchain tháng 7 của tôi","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.payment_tx_hash, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 7 AND b.payment_tx_hash IS NOT NULL ORDER BY b.year DESC, b.month DESC LIMIT 30","SQL","","1"
"Hóa đơn tháng 8 của tôi","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 8 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Tôi còn nợ hóa đơn tháng 8 không","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 8 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Lịch sử hóa đơn đã thanh toán tháng 8 của tôi","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.paid_at, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 8 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status = 'PAID' ORDER BY b.paid_at DESC LIMIT 20","SQL","","1"
"Doanh thu đã thu tháng 8 của tôi","SELECT SUM(b.total_amount) AS total_revenue, COUNT(b.id) AS total_paid_bills, b.month, b.year FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND b.status = 'PAID' AND b.month = 8 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int GROUP BY b.month, b.year","SQL","","1"
"Danh sách khách nợ tiền tháng 8","SELECT u.full_name AS tenant_name, u.phone_number, r.name AS room_name, p.name AS property_name, b.total_amount, b.status AS bill_status, b.deadline FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND b.month = 8 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 100","SQL","","1"
"Hợp đồng active sắp hết hạn trong 22 ngày","SELECT c.id AS contract_id, c.end_date, (c.end_date::date - CURRENT_DATE) AS days_remaining, u.full_name AS tenant_name, r.name AS room_name, p.name AS property_name FROM contracts c JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND c.end_date BETWEEN CURRENT_DATE AND (CURRENT_DATE + INTERVAL '22 day') ORDER BY c.end_date ASC LIMIT 100","SQL","","1"
"Tìm phòng ở Gò Vấp từ 2000000 đến 4000000","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Gò%Vấp%' AND r.price BETWEEN 2000000 AND 4000000 ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Tìm phòng loại ONE_BEDROOM ở Gò Vấp","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Gò%Vấp%' AND r.type = 'ONE_BEDROOM' ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Tìm phòng ban công tại Gò Vấp","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Gò%Vấp%' AND LOWER(COALESCE(r.amenities,'')) LIKE '%ban công%' ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Giao dịch blockchain tháng 8 của tôi","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.payment_tx_hash, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 8 AND b.payment_tx_hash IS NOT NULL ORDER BY b.year DESC, b.month DESC LIMIT 30","SQL","","1"
"Hóa đơn tháng 9 của tôi","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 9 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Tôi còn nợ hóa đơn tháng 9 không","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 9 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Lịch sử hóa đơn đã thanh toán tháng 9 của tôi","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.paid_at, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 9 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status = 'PAID' ORDER BY b.paid_at DESC LIMIT 20","SQL","","1"
"Doanh thu đã thu tháng 9 của tôi","SELECT SUM(b.total_amount) AS total_revenue, COUNT(b.id) AS total_paid_bills, b.month, b.year FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND b.status = 'PAID' AND b.month = 9 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int GROUP BY b.month, b.year","SQL","","1"
"Danh sách khách nợ tiền tháng 9","SELECT u.full_name AS tenant_name, u.phone_number, r.name AS room_name, p.name AS property_name, b.total_amount, b.status AS bill_status, b.deadline FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND b.month = 9 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 100","SQL","","1"
"Hợp đồng active sắp hết hạn trong 23 ngày","SELECT c.id AS contract_id, c.end_date, (c.end_date::date - CURRENT_DATE) AS days_remaining, u.full_name AS tenant_name, r.name AS room_name, p.name AS property_name FROM contracts c JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND c.end_date BETWEEN CURRENT_DATE AND (CURRENT_DATE + INTERVAL '23 day') ORDER BY c.end_date ASC LIMIT 100","SQL","","1"
"Tìm phòng ở Bình Thạnh từ 2500000 đến 4500000","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Bình%Thạnh%' AND r.price BETWEEN 2500000 AND 4500000 ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Tìm phòng loại TWO_BEDROOM ở Bình Thạnh","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Bình%Thạnh%' AND r.type = 'TWO_BEDROOM' ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Tìm phòng nội thất tại Bình Thạnh","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Bình%Thạnh%' AND LOWER(COALESCE(r.amenities,'')) LIKE '%nội thất%' ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Giao dịch blockchain tháng 9 của tôi","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.payment_tx_hash, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 9 AND b.payment_tx_hash IS NOT NULL ORDER BY b.year DESC, b.month DESC LIMIT 30","SQL","","1"
"Hóa đơn tháng 10 của tôi","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 10 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Tôi còn nợ hóa đơn tháng 10 không","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 10 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Lịch sử hóa đơn đã thanh toán tháng 10 của tôi","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.paid_at, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 10 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status = 'PAID' ORDER BY b.paid_at DESC LIMIT 20","SQL","","1"
"Doanh thu đã thu tháng 10 của tôi","SELECT SUM(b.total_amount) AS total_revenue, COUNT(b.id) AS total_paid_bills, b.month, b.year FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND b.status = 'PAID' AND b.month = 10 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int GROUP BY b.month, b.year","SQL","","1"
"Danh sách khách nợ tiền tháng 10","SELECT u.full_name AS tenant_name, u.phone_number, r.name AS room_name, p.name AS property_name, b.total_amount, b.status AS bill_status, b.deadline FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND b.month = 10 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 100","SQL","","1"
"Hợp đồng active sắp hết hạn trong 24 ngày","SELECT c.id AS contract_id, c.end_date, (c.end_date::date - CURRENT_DATE) AS days_remaining, u.full_name AS tenant_name, r.name AS room_name, p.name AS property_name FROM contracts c JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND c.end_date BETWEEN CURRENT_DATE AND (CURRENT_DATE + INTERVAL '24 day') ORDER BY c.end_date ASC LIMIT 100","SQL","","1"
"Tìm phòng ở Tân Bình từ 3000000 đến 5000000","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Tân%Bình%' AND r.price BETWEEN 3000000 AND 5000000 ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Tìm phòng loại SINGLE_ROOM ở Tân Bình","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Tân%Bình%' AND r.type = 'SINGLE_ROOM' ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Tìm phòng wifi tại Tân Bình","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Tân%Bình%' AND LOWER(COALESCE(r.amenities,'')) LIKE '%wifi%' ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Giao dịch blockchain tháng 10 của tôi","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.payment_tx_hash, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 10 AND b.payment_tx_hash IS NOT NULL ORDER BY b.year DESC, b.month DESC LIMIT 30","SQL","","1"
"Hóa đơn tháng 11 của tôi","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 11 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Tôi còn nợ hóa đơn tháng 11 không","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 11 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Lịch sử hóa đơn đã thanh toán tháng 11 của tôi","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.paid_at, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 11 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status = 'PAID' ORDER BY b.paid_at DESC LIMIT 20","SQL","","1"
"Doanh thu đã thu tháng 11 của tôi","SELECT SUM(b.total_amount) AS total_revenue, COUNT(b.id) AS total_paid_bills, b.month, b.year FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND b.status = 'PAID' AND b.month = 11 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int GROUP BY b.month, b.year","SQL","","1"
"Danh sách khách nợ tiền tháng 11","SELECT u.full_name AS tenant_name, u.phone_number, r.name AS room_name, p.name AS property_name, b.total_amount, b.status AS bill_status, b.deadline FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND b.month = 11 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 100","SQL","","1"
